node_id,label,node_type,day,period,slot,source_file,line_number,has_dag_node_tag,has_menu,has_check_confrontations,has_end_slot,has_apply_effects,confidence
day101_2_coras_path_choice,day101_2_coras_path_choice,choice,101,,,main-game/non-prod-game/game/days/day101_non_canon.rpy,848,True,True,False,False,True,high
day101_3_taking_stock_day1,day101_3_taking_stock_day1,work,101,,,main-game/non-prod-game/game/days/day101_non_canon.rpy,988,True,False,False,False,False,high
day101_night_story_window,day101_night_story_window,dynamic_window,101,Night,,main-game/non-prod-game/game/days/day101_non_canon.rpy,1047,True,True,False,False,True,high
day101_evening_consequence_window,day101_evening_consequence_window,dynamic_window,101,Evening,,main-game/non-prod-game/game/days/day101_non_canon.rpy,1133,True,False,False,False,False,high
day101_4_write_the_chapter,day101_4_write_the_chapter,write,101,,,main-game/non-prod-game/game/days/day101_non_canon.rpy,1144,True,True,False,False,True,high
day102_1_cora_missy_first_shift,day102_1_cora_missy_first_shift,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,33,True,False,False,False,False,high
day102_1_missy_finds_a_thing,day102_1_missy_finds_a_thing,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,91,True,False,False,False,False,high
day102_1_cora_takes_the_thing,day102_1_cora_takes_the_thing,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,147,True,False,False,False,True,high
day102_1_cora_deceives_missy,day102_1_cora_deceives_missy,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,205,True,False,False,False,True,high
day102_2_day2_chore_time,day102_2_day2_chore_time,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,263,True,True,False,False,False,high
day102_2_day2_insp_choice,day102_2_day2_insp_choice,choice,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,321,True,False,False,False,True,high
day102_2_day2_corr_choice,day102_2_day2_corr_choice,choice,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,364,True,False,False,False,True,high
day102_2_optional_character_chain,day102_2_optional_character_chain,dynamic_window,102,Afternoon,,main-game/non-prod-game/game/days/day102_non_canon.rpy,409,True,False,False,False,False,high
day102_afternoon_story_window,day102_afternoon_story_window,dynamic_window,102,Afternoon,,main-game/non-prod-game/game/days/day102_non_canon.rpy,416,True,True,False,False,False,high
day102_afternoon_consequence_window,day102_afternoon_consequence_window,dynamic_window,102,Afternoon,,main-game/non-prod-game/game/days/day102_non_canon.rpy,486,True,False,False,False,False,high
day102_3_stern_fetches_cora,day102_3_stern_fetches_cora,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,495,True,False,False,False,False,high
day102_3_vance_goes_incandescent,day102_3_vance_goes_incandescent,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,535,True,False,False,False,False,high
day102_3_coras_choice,day102_3_coras_choice,choice,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,591,True,True,False,False,False,high
day102_3_cora_confesses,day102_3_cora_confesses,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,615,True,False,False,False,True,high
day102_3_cora_pretends_to_find_it,day102_3_cora_pretends_to_find_it,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,671,True,False,False,False,True,high
day102_3_cora_frames_missy,day102_3_cora_frames_missy,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,742,True,False,False,False,True,high
day102_3_gideon_interrupts_controls_vance,day102_3_gideon_interrupts_controls_vance,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,801,True,False,False,False,False,high
day102_4_night,day102_4_night,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,1036,True,True,False,False,False,high
day102_night_consequence_window,day102_night_consequence_window,dynamic_window,102,Night,,main-game/non-prod-game/game/days/day102_non_canon.rpy,1073,True,False,False,False,False,high
day102_4_cora_writes_a_chapter,day102_4_cora_writes_a_chapter,write,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,1080,True,False,False,False,True,high
day102_4_cora_sneaks_a_feel,day102_4_cora_sneaks_a_feel,work,102,,,main-game/non-prod-game/game/days/day102_non_canon.rpy,1174,True,False,False,False,True,high
day103,day103,time_period,103,Morning,,main-game/non-prod-game/game/days/day103_non_canon.rpy,43,True,False,False,False,False,high
day103_morning,day103_morning,time_period,103,Morning,,main-game/non-prod-game/game/days/day103_non_canon.rpy,50,True,False,False,False,False,high
day103_morning_consequence_window,day103_morning_consequence_window,dynamic_window,103,Morning,,main-game/non-prod-game/game/days/day103_non_canon.rpy,69,True,False,False,False,False,high
day103_1_servants_corridor,day103_1_servants_corridor,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,80,True,True,False,False,True,high
day103_1_corridor_insp_chain,day103_1_corridor_insp_chain,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,152,True,False,False,False,True,high
day103_1_corridor_corr_chain,day103_1_corridor_corr_chain,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,190,True,False,False,False,True,high
day103_1_optional_character_chain,day103_1_optional_character_chain,dynamic_window,103,Morning,,main-game/non-prod-game/game/days/day103_non_canon.rpy,233,True,True,False,False,True,high
day103_afternoon,day103_afternoon,time_period,103,Afternoon,,main-game/non-prod-game/game/days/day103_non_canon.rpy,282,True,False,False,False,False,high
day103_2_suite_gideon_tea,day103_2_suite_gideon_tea,work,103,Afternoon,,main-game/non-prod-game/game/days/day103_non_canon.rpy,289,True,False,False,False,False,high
day103_2_suite_cora_vs_gideon,day103_2_suite_cora_vs_gideon,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,347,True,True,False,False,False,high
day103_2_cora_vs_gideon_insp,day103_2_cora_vs_gideon_insp,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,398,True,False,False,False,True,high
day103_2_cora_vs_gideon_corr,day103_2_cora_vs_gideon_corr,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,451,True,False,False,False,True,high
day103_2_cora_vs_gideon_ghost,day103_2_cora_vs_gideon_ghost,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,509,True,False,False,False,True,high
day103_2_suite_gideon_beat,day103_2_suite_gideon_beat,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,557,True,False,False,False,False,high
day103_evening,day103_evening,time_period,103,Evening,,main-game/non-prod-game/game/days/day103_non_canon.rpy,633,True,False,False,False,False,high
day103_evening_consequence_window,day103_evening_consequence_window,dynamic_window,103,Evening,,main-game/non-prod-game/game/days/day103_non_canon.rpy,640,True,False,False,False,False,high
day103_3_bedroom_cora_frantic_writing_event,day103_3_bedroom_cora_frantic_writing_event,write,103,Evening,,main-game/non-prod-game/game/days/day103_non_canon.rpy,647,True,True,False,False,False,high
day103_3_frantic_write,day103_3_frantic_write,write,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,697,True,False,False,False,True,high
day103_3_prepare_mask,day103_3_prepare_mask,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,732,True,False,False,False,True,high
day103_3_indulge_words,day103_3_indulge_words,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,763,True,False,False,False,True,high
day103_4_room_stern_suspicion,day103_4_room_stern_suspicion,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,795,True,True,False,False,True,high
day103_night,day103_night,time_period,103,Night,,main-game/non-prod-game/game/days/day103_non_canon.rpy,906,True,False,False,False,False,high
day103_night_consequence_window,day103_night_consequence_window,dynamic_window,103,Night,,main-game/non-prod-game/game/days/day103_non_canon.rpy,913,True,False,False,False,False,high
day103_2_suite_night_tea,day103_2_suite_night_tea,work,103,Night,,main-game/non-prod-game/game/days/day103_non_canon.rpy,920,True,True,False,False,False,high
day103_2_night_defy_gideon,day103_2_night_defy_gideon,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,1013,True,False,False,False,True,high
day103_2_night_bargain_gideon,day103_2_night_bargain_gideon,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,1062,True,False,False,False,True,high
day103_2_night_surrender_gideon,day103_2_night_surrender_gideon,work,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,1121,True,False,False,False,True,high
day103_3_bedroom_final_write,day103_3_bedroom_final_write,write,103,,,main-game/non-prod-game/game/days/day103_non_canon.rpy,1172,True,True,False,False,True,high
day104,day104,time_period,104,Morning,,main-game/non-prod-game/game/days/day104_non_canon.rpy,65,True,False,False,False,False,high
day104_morning,day104_morning,time_period,104,Morning,,main-game/non-prod-game/game/days/day104_non_canon.rpy,72,True,False,False,False,False,high
day104_1_false_dawn_suite_window,day104_1_false_dawn_suite_window,work,104,Morning,,main-game/non-prod-game/game/days/day104_non_canon.rpy,81,True,False,False,False,False,high
day104_1_lockbox_evidence,day104_1_lockbox_evidence,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,126,True,False,False,False,True,high
day104_2_return_early,day104_2_return_early,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,174,True,True,False,False,False,high
day104_2_escape_fireplace,day104_2_escape_fireplace,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,218,True,False,False,False,True,high
day104_2_escape_bold_lie,day104_2_escape_bold_lie,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,278,True,False,False,False,True,high
day104_2_escape_missy_cover,day104_2_escape_missy_cover,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,358,True,False,False,False,True,high
day104_evening,day104_evening,time_period,104,Evening,,main-game/non-prod-game/game/days/day104_non_canon.rpy,460,True,False,False,False,False,high
day104_3_stern_pressure,day104_3_stern_pressure,work,104,Evening,,main-game/non-prod-game/game/days/day104_non_canon.rpy,467,True,True,False,False,True,high
day104_4_twilight_ledger_false_dawn,day104_4_twilight_ledger_false_dawn,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,574,True,True,False,False,False,high
day104_evening_consequence_window,day104_evening_consequence_window,dynamic_window,104,Evening,,main-game/non-prod-game/game/days/day104_non_canon.rpy,628,True,False,False,False,False,high
day104_4_atonement,day104_4_atonement,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,639,True,False,False,False,True,high
day104_4_missy_repair,day104_4_missy_repair,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,687,True,True,False,False,True,high
day104_night,day104_night,time_period,104,Night,,main-game/non-prod-game/game/days/day104_non_canon.rpy,777,True,False,False,False,False,high
day104_5_triumphant_chapter,day104_5_triumphant_chapter,work,104,Night,,main-game/non-prod-game/game/days/day104_non_canon.rpy,785,True,False,False,False,True,high
day104_night_consequence_window,day104_night_consequence_window,dynamic_window,104,Night,,main-game/non-prod-game/game/days/day104_non_canon.rpy,911,True,False,False,False,False,high
day104_6_false_dawn_ending,day104_6_false_dawn_ending,work,104,,,main-game/non-prod-game/game/days/day104_non_canon.rpy,922,True,False,False,False,False,high
day105_1_monster_reemerges,day105_1_monster_reemerges,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,68,True,False,False,False,False,high
day105_2_the_summons,day105_2_the_summons,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,113,True,False,False,False,False,high
day105_3_leverage_collapses,day105_3_leverage_collapses,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,193,True,False,False,False,False,high
day105_4_why_did_you_do_it,day105_4_why_did_you_do_it,choice,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,311,True,True,False,False,False,high
day105_4_motivation_observer,day105_4_motivation_observer,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,372,True,False,False,False,True,high
day105_4_motivation_predator,day105_4_motivation_predator,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,419,True,False,False,False,True,high
day105_4_motivation_prey,day105_4_motivation_prey,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,468,True,False,False,False,True,high
day105_4_motivation_ghost,day105_4_motivation_ghost,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,515,True,False,False,False,True,high
day105_5_gideon_marks_cora,day105_5_gideon_marks_cora,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,560,True,True,False,False,True,high
day105_6_manuscript_reckoning,day105_6_manuscript_reckoning,write,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,754,True,False,False,False,False,high
day105_7_release_one_ending,day105_7_release_one_ending,work,105,,,main-game/non-prod-game/game/days/day105_non_canon.rpy,894,True,False,False,False,False,high
test_day2_writing_harness,test_day2_writing_harness,write,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,20,False,True,False,False,False,medium
test_day2_reset_state,test_day2_reset_state,unknown,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,65,False,False,False,False,False,medium
test_day2_render_book1_day2_predator,test_day2_render_book1_day2_predator,write,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,74,False,False,False,False,False,medium
test_day2_render_book1_day2_ghost,test_day2_render_book1_day2_ghost,write,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,93,False,False,False,False,False,medium
test_day2_render_book1_day2_prey,test_day2_render_book1_day2_prey,write,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,113,False,False,False,False,False,medium
test_book1_render_day1_chapter,test_book1_render_day1_chapter,write,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,132,False,False,False,False,False,medium
test_book1_render_day3_chapter,test_book1_render_day3_chapter,write,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,144,False,False,False,False,False,medium
test_book1_render_day4_triumphant_chapter,test_book1_render_day4_triumphant_chapter,write,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,159,False,False,False,False,False,medium
test_book1_render_day5_reckoning_chapter,test_book1_render_day5_reckoning_chapter,write,,,,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,176,False,False,False,False,False,medium
game_over_dismissed,game_over_dismissed,hard_fail,,,,main-game/non-prod-game/game/shared/endings.rpy,11,False,False,False,False,False,medium
bad_ending_rejection,bad_ending_rejection,hard_fail,,,,main-game/non-prod-game/game/shared/endings.rpy,35,False,False,False,False,False,medium
game_over_deadline_1,game_over_deadline_1,hard_fail,,,,main-game/non-prod-game/game/shared/endings.rpy,58,False,False,False,False,False,medium
game_over_deadline_2,game_over_deadline_2,hard_fail,,,,main-game/non-prod-game/game/shared/endings.rpy,72,False,False,False,False,False,medium
watch_suspicion,watch_suspicion,penance_check,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,24,True,False,False,False,False,high
check_confrontations,check_confrontations,penance_check,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,48,True,False,False,False,False,high
consume_pending_penance,consume_pending_penance,unknown,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,55,True,False,False,False,False,high
story_window_penance_gate,story_window_penance_gate,unknown,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,65,True,False,False,False,False,high
advance_after_confrontation,advance_after_confrontation,router,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,83,True,False,False,False,False,high
stern_chain_1,stern_chain_1,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,103,True,True,False,False,True,high
stern_chain_2,stern_chain_2,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,171,True,True,False,False,True,high
stern_chain_3,stern_chain_3,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,236,True,True,False,False,True,high
missy_chain_1,missy_chain_1,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,322,True,True,False,False,True,high
missy_chain_2,missy_chain_2,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,387,True,True,False,False,True,high
missy_chain_3,missy_chain_3,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,450,True,True,False,False,True,high
vance_chain_1,vance_chain_1,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,529,True,True,False,False,True,high
vance_chain_2,vance_chain_2,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,586,True,True,False,False,True,high
vance_chain_3,vance_chain_3,chain,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,647,True,True,False,False,True,high
confrontation_stern,confrontation_stern,penance,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,718,True,False,False,False,True,high
confrontation_vance,confrontation_vance,penance,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,755,True,False,False,False,True,high
confrontation_missy,confrontation_missy,penance,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,792,True,False,False,False,True,high
